anio,jur_desc,fin_desc,fun_desc,inciso_desc,ppal_desc,ff_desc,eco_desc,presupuesto
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","RECURSOS PROPIOS","BIENES DE CONSUMO",39000
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","RECURSOS PROPIOS","BIENES DE CONSUMO",432100
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","RECURSOS PROPIOS","BIENES DE CONSUMO",6100
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","RECURSOS PROPIOS","BIENES DE CONSUMO",8400
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS METALICOS","RECURSOS PROPIOS","BIENES DE CONSUMO",4500
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","RECURSOS PROPIOS","BIENES DE CONSUMO",166100
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","RECURSOS PROPIOS","BIENES DE CONSUMO",410400
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",332000
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",84500
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",784400
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",200500
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",1223100
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","PUBLICIDAD Y PROPAGANDA","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",1000
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",261500
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",10500
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","OTROS SERVICIOS","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",2500
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE USO","MAQUINARIA, EQUIPO Y SOFT.","RECURSOS PROPIOS","MAQUINARIA Y EQUIPO",1873900
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE USO","LIBROS, REVISTAS Y OTROS ELEMENTOS COLECCIONABLES","RECURSOS PROPIOS","MAQUINARIA Y EQUIPO",1000
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE USO","INSTALACIONES","RECURSOS PROPIOS","EDIFICIOS E INSTALACIONES",100
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","TRANSFERENCIAS","TRANSFERENCIAS AL SECTOR PRIVADO PARA FINAN. GTOS. CTES.","RENTAS GENERALES","PRESTACIONES DE LA SEGURIDAD SOCIAL",23726000
2013,"CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE POLICIA","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","TRANSFERENCIAS","TRANSFERENCIAS AL SECTOR PRIVADO PARA FINAN. GTOS. CTES.","RECURSOS PROPIOS","PRESTACIONES DE LA SEGURIDAD SOCIAL",3471000000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","GASTOS EN PERSONAL","PERSONAL PERMANENTE","RECURSOS PROPIOS","SUELDOS Y SALARIOS",68828430
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","GASTOS EN PERSONAL","PERSONAL TEMPORARIO","RECURSOS PROPIOS","SUELDOS Y SALARIOS",24449170
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","RECURSOS PROPIOS","PRESTACIONES SOCIALES",700000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","GASTOS EN PERSONAL","SERVICIOS EXTRAORDINARIOS","RECURSOS PROPIOS","SUELDOS Y SALARIOS",5928000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","RECURSOS PROPIOS","PRESTACIONES SOCIALES",100000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","RECURSOS PROPIOS","BENEFICIOS Y COMPENSACIONES",500000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","RECURSOS PROPIOS","BIENES DE CONSUMO",181050
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","RECURSOS PROPIOS","BIENES DE CONSUMO",71600
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","RECURSOS PROPIOS","BIENES DE CONSUMO",452000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","RECURSOS PROPIOS","BIENES DE CONSUMO",11000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","RECURSOS PROPIOS","BIENES DE CONSUMO",633000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS METALICOS","RECURSOS PROPIOS","BIENES DE CONSUMO",92000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","RECURSOS PROPIOS","BIENES DE CONSUMO",775910
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","RECURSOS PROPIOS","BIENES DE CONSUMO",583440
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",3401000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",1200500
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","RECURSOS PROPIOS","DERECHOS SOBRE BIENES INTANGIBLES",30000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",6530000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",2697900
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",16287900
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","PUBLICIDAD Y PROPAGANDA","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",740000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",575800
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",10700
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","SERVICIOS NO PERSONALES","OTROS SERVICIOS","RECURSOS PROPIOS","SERVICIOS NO PERSONALES",301000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE USO","MAQUINARIA, EQUIPO Y SOFT.","RECURSOS PROPIOS","MAQUINARIA Y EQUIPO",4498500
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE USO","MAQUINARIA, EQUIPO Y SOFT.","RECURSOS CON AFECTACION ESPECIFICA","MAQUINARIA Y EQUIPO",250000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE USO","LIBROS, REVISTAS Y OTROS ELEMENTOS COLECCIONABLES","RECURSOS PROPIOS","MAQUINARIA Y EQUIPO",500
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","BIENES DE USO","INSTALACIONES","RECURSOS PROPIOS","EDIFICIOS E INSTALACIONES",1000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","TRANSFERENCIAS","TRANSFERENCIAS AL SECTOR PRIVADO PARA FINAN. GTOS. CTES.","RENTAS GENERALES","PRESTACIONES DE LA SEGURIDAD SOCIAL",1003032500
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","TRANSFERENCIAS","TRANSFERENCIAS AL SECTOR PRIVADO PARA FINAN. GTOS. CTES.","RECURSOS PROPIOS","PRESTACIONES DE LA SEGURIDAD SOCIAL",15614300000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","TRANSFERENCIAS","TRANSFERENCIAS AL SECTOR PRIVADO PARA FINAN. GTOS. CTES.","RECURSOS PROPIOS","A INSTITUCIONES PRIVADAS SIN FINES DE LUCRO",1105000
2013,"INSTITUTO DE PREVISION SOCIAL (IPS)","SERVICIOS SOCIALES","SEGURIDAD SOCIAL","TRANSFERENCIAS","TRANSF. A MUN.ENTES PROV.A OTROS GOB.PROV.Y A ENTES DEL GOB.NAC.P/ FIN.GTOS CTES.","RECURSOS PROPIOS","A ENTES DEL GOBIERNO NACIONAL",195000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","PERSONAL PERMANENTE","RENTAS GENERALES","SUELDOS Y SALARIOS",4771724700
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","PERSONAL PERMANENTE","RECURSOS CON AFECTACION ESPECIFICA","SUELDOS Y SALARIOS",235300000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","PERSONAL TEMPORARIO","RENTAS GENERALES","SUELDOS Y SALARIOS",17195800
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","RENTAS GENERALES","PRESTACIONES SOCIALES",3970000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","RENTAS GENERALES","PRESTACIONES SOCIALES",11816500
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","RENTAS GENERALES","BENEFICIOS Y COMPENSACIONES",20392000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","RENTAS GENERALES","BIENES DE CONSUMO",3711200
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","RENTAS GENERALES","BIENES DE CONSUMO",715600
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","RENTAS GENERALES","BIENES DE CONSUMO",10080100
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","RECURSOS CON AFECTACION ESPECIFICA","BIENES DE CONSUMO",2500000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","RENTAS GENERALES","BIENES DE CONSUMO",106900
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","RENTAS GENERALES","BIENES DE CONSUMO",668000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","RECURSOS CON AFECTACION ESPECIFICA","BIENES DE CONSUMO",1600000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS METALICOS","RENTAS GENERALES","BIENES DE CONSUMO",763800
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","RENTAS GENERALES","BIENES DE CONSUMO",2959700
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","RENTAS GENERALES","BIENES DE CONSUMO",14079700
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","RECURSOS CON AFECTACION ESPECIFICA","BIENES DE CONSUMO",1315000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","RENTAS GENERALES","SERVICIOS NO PERSONALES",27108700
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","RENTAS GENERALES","SERVICIOS NO PERSONALES",69413000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","RECURSOS CON AFECTACION ESPECIFICA","SERVICIOS NO PERSONALES",3690000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","RENTAS GENERALES","SERVICIOS NO PERSONALES",59914500
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","RECURSOS CON AFECTACION ESPECIFICA","SERVICIOS NO PERSONALES",360000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","RENTAS GENERALES","SERVICIOS NO PERSONALES",12356700
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","RENTAS GENERALES","SERVICIOS NO PERSONALES",31619600
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","RECURSOS CON AFECTACION ESPECIFICA","SERVICIOS NO PERSONALES",750000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","PUBLICIDAD Y PROPAGANDA","RENTAS GENERALES","SERVICIOS NO PERSONALES",761300
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","RENTAS GENERALES","SERVICIOS NO PERSONALES",19990100
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","RENTAS GENERALES","SERVICIOS NO PERSONALES",262600
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","RENTAS GENERALES","IMPUESTOS",10600
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","OTROS SERVICIOS","RENTAS GENERALES","SERVICIOS NO PERSONALES",3362900
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","BIENES PREEXISTENTES","RENTAS GENERALES","EDIFICIOS E INSTALACIONES",72278000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","BIENES PREEXISTENTES","RECURSOS CON AFECTACION ESPECIFICA","EDIFICIOS E INSTALACIONES",72000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","BIENES PREEXISTENTES","RENTAS GENERALES","TIERRAS Y TERRENOS",27072000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","CONSTRUCCIONES","RENTAS GENERALES","CONSTRUCCIONES DEL DOMINIO PRIVADO",90122800
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","MAQUINARIA, EQUIPO Y SOFT.","RENTAS GENERALES","MAQUINARIA Y EQUIPO",52642400
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","MAQUINARIA, EQUIPO Y SOFT.","RECURSOS CON AFECTACION ESPECIFICA","MAQUINARIA Y EQUIPO",5929000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","EQUIPO DE SEGURIDAD.","RENTAS GENERALES","MAQUINARIA Y EQUIPO",875800
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","LIBROS, REVISTAS Y OTROS ELEMENTOS COLECCIONABLES","RENTAS GENERALES","MAQUINARIA Y EQUIPO",50000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","LIBROS, REVISTAS Y OTROS ELEMENTOS COLECCIONABLES","RECURSOS CON AFECTACION ESPECIFICA","MAQUINARIA Y EQUIPO",2434000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","INSTALACIONES","RENTAS GENERALES","EDIFICIOS E INSTALACIONES",9110000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","INSTALACIONES","RECURSOS CON AFECTACION ESPECIFICA","EDIFICIOS E INSTALACIONES",150000
2014,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","TRANSFERENCIAS","TRANSFERENCIAS AL SECTOR PRIVADO PARA FINAN. GTOS. CTES.","RECURSOS CON AFECTACION ESPECIFICA","A UNIDADES FAMILIARES",34000000
2014,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","PERSONAL PERMANENTE","RENTAS GENERALES","SUELDOS Y SALARIOS",2454537000
2014,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","PERSONAL TEMPORARIO","RENTAS GENERALES","SUELDOS Y SALARIOS",28000000
2014,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","RENTAS GENERALES","PRESTACIONES SOCIALES",7350000
2014,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","RENTAS GENERALES","PRESTACIONES SOCIALES",12650000
2014,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","RENTAS GENERALES","BENEFICIOS Y COMPENSACIONES",10000000
2014,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","RENTAS GENERALES","BIENES DE CONSUMO",698800
2014,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","RENTAS GENERALES","BIENES DE CONSUMO",234700
2014,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","RENTAS GENERALES","BIENES DE CONSUMO",2706300
2014,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","RENTAS GENERALES","BIENES DE CONSUMO",33000
2014,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","RENTAS GENERALES","BIENES DE CONSUMO",12465950
