anio,jur_desc,fin_desc,fun_desc,inciso_desc,ppal_desc,eco_desc,ff_desc,presupuesto
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","BIENES DE CONSUMO","RENTAS GENERALES",5145000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1028000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",292400
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","SERVICIOS NO PERSONALES","RENTAS GENERALES",12082400
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","SERVICIOS NO PERSONALES","RENTAS GENERALES",3668400
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","SERVICIOS NO PERSONALES","RENTAS GENERALES",7621300
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","SERVICIOS NO PERSONALES","RENTAS GENERALES",12900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","OTROS SERVICIOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1800
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","PERSONAL PERMANENTE","SUELDOS Y SALARIOS","RENTAS GENERALES",37104900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","PERSONAL TEMPORARIO","SUELDOS Y SALARIOS","RENTAS GENERALES",31500
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","PRESTACIONES SOCIALES","RENTAS GENERALES",263000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","SERVICIOS EXTRAORDINARIOS","SUELDOS Y SALARIOS","RENTAS GENERALES",626000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","PRESTACIONES SOCIALES","RENTAS GENERALES",30000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","BENEFICIOS Y COMPENSACIONES","RENTAS GENERALES",30000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","BIENES DE CONSUMO","RENTAS GENERALES",162000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","BIENES DE CONSUMO","RENTAS GENERALES",968000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","BIENES DE CONSUMO","RENTAS GENERALES",84000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","BIENES DE CONSUMO","RENTAS GENERALES",12000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","BIENES DE CONSUMO","RENTAS GENERALES",4703000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS METALICOS","BIENES DE CONSUMO","RENTAS GENERALES",26000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","BIENES DE CONSUMO","RENTAS GENERALES",36000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","BIENES DE CONSUMO","RENTAS GENERALES",229000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1021200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",94800
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","SERVICIOS NO PERSONALES","RENTAS GENERALES",10443000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","SERVICIOS NO PERSONALES","RENTAS GENERALES",2447400
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","SERVICIOS NO PERSONALES","RENTAS GENERALES",28776800
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","SERVICIOS NO PERSONALES","RENTAS GENERALES",10900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","OTROS SERVICIOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",12200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","PERSONAL PERMANENTE","SUELDOS Y SALARIOS","RENTAS GENERALES",105367900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","PERSONAL TEMPORARIO","SUELDOS Y SALARIOS","RENTAS GENERALES",63000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","PRESTACIONES SOCIALES","RENTAS GENERALES",7000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","SERVICIOS EXTRAORDINARIOS","SUELDOS Y SALARIOS","RENTAS GENERALES",668000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","PRESTACIONES SOCIALES","RENTAS GENERALES",30000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","BENEFICIOS Y COMPENSACIONES","RENTAS GENERALES",30000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","BIENES DE CONSUMO","RENTAS GENERALES",11000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","BIENES DE CONSUMO","RENTAS GENERALES",194000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","BIENES DE CONSUMO","RENTAS GENERALES",293000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","BIENES DE CONSUMO","RENTAS GENERALES",12000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","BIENES DE CONSUMO","RENTAS GENERALES",11688000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS METALICOS","BIENES DE CONSUMO","RENTAS GENERALES",25000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","BIENES DE CONSUMO","RENTAS GENERALES",36000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","BIENES DE CONSUMO","RENTAS GENERALES",3087000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1639300
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",50900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","SERVICIOS NO PERSONALES","RENTAS GENERALES",10307200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","SERVICIOS NO PERSONALES","RENTAS GENERALES",2083000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","SERVICIOS NO PERSONALES","RENTAS GENERALES",5026300
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","SERVICIOS NO PERSONALES","RENTAS GENERALES",10900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","OTROS SERVICIOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",2000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","PERSONAL PERMANENTE","SUELDOS Y SALARIOS","RENTAS GENERALES",5078000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","PRESTACIONES SOCIALES","RENTAS GENERALES",29000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","SERVICIOS EXTRAORDINARIOS","SUELDOS Y SALARIOS","RENTAS GENERALES",82000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","PRESTACIONES SOCIALES","RENTAS GENERALES",10000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","BENEFICIOS Y COMPENSACIONES","RENTAS GENERALES",10000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","BIENES DE CONSUMO","RENTAS GENERALES",11000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","BIENES DE CONSUMO","RENTAS GENERALES",12000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","BIENES DE CONSUMO","RENTAS GENERALES",21000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","BIENES DE CONSUMO","RENTAS GENERALES",12000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","BIENES DE CONSUMO","RENTAS GENERALES",1013000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS METALICOS","BIENES DE CONSUMO","RENTAS GENERALES",25000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","BIENES DE CONSUMO","RENTAS GENERALES",32000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","BIENES DE CONSUMO","RENTAS GENERALES",164000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",73700
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",25500
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","SERVICIOS NO PERSONALES","RENTAS GENERALES",671600
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","SERVICIOS NO PERSONALES","RENTAS GENERALES",427300
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","SERVICIOS NO PERSONALES","RENTAS GENERALES",479500
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","SERVICIOS NO PERSONALES","RENTAS GENERALES",10900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","OTROS SERVICIOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",2000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","PERSONAL PERMANENTE","SUELDOS Y SALARIOS","RENTAS GENERALES",18841000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","PRESTACIONES SOCIALES","RENTAS GENERALES",68000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","SERVICIOS EXTRAORDINARIOS","SUELDOS Y SALARIOS","RENTAS GENERALES",282000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","PRESTACIONES SOCIALES","RENTAS GENERALES",20000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","BENEFICIOS Y COMPENSACIONES","RENTAS GENERALES",20000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","BIENES DE CONSUMO","RENTAS GENERALES",11000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","BIENES DE CONSUMO","RENTAS GENERALES",87000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","BIENES DE CONSUMO","RENTAS GENERALES",122000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","BIENES DE CONSUMO","RENTAS GENERALES",12000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","BIENES DE CONSUMO","RENTAS GENERALES",2166000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS METALICOS","BIENES DE CONSUMO","RENTAS GENERALES",25000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","BIENES DE CONSUMO","RENTAS GENERALES",36000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","BIENES DE CONSUMO","RENTAS GENERALES",701000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",221800
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",33000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","SERVICIOS NO PERSONALES","RENTAS GENERALES",3536200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","SERVICIOS NO PERSONALES","RENTAS GENERALES",1006800
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","SERVICIOS NO PERSONALES","RENTAS GENERALES",2825700
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","SERVICIOS NO PERSONALES","RENTAS GENERALES",10900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","OTROS SERVICIOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",2000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","PERSONAL PERMANENTE","SUELDOS Y SALARIOS","RENTAS GENERALES",55866000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","PERSONAL TEMPORARIO","SUELDOS Y SALARIOS","RENTAS GENERALES",147700
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","PRESTACIONES SOCIALES","RENTAS GENERALES",243000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","SERVICIOS EXTRAORDINARIOS","SUELDOS Y SALARIOS","RENTAS GENERALES",343000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","PRESTACIONES SOCIALES","RENTAS GENERALES",30000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","BENEFICIOS Y COMPENSACIONES","RENTAS GENERALES",30000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","BIENES DE CONSUMO","RENTAS GENERALES",1152000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","BIENES DE CONSUMO","RENTAS GENERALES",116000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","BIENES DE CONSUMO","RENTAS GENERALES",327000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","BIENES DE CONSUMO","RENTAS GENERALES",12000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","BIENES DE CONSUMO","RENTAS GENERALES",5671000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS METALICOS","BIENES DE CONSUMO","RENTAS GENERALES",28000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","BIENES DE CONSUMO","RENTAS GENERALES",36000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","BIENES DE CONSUMO","RENTAS GENERALES",1767000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",439200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",343900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","SERVICIOS NO PERSONALES","RENTAS GENERALES",5014900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","SERVICIOS NO PERSONALES","RENTAS GENERALES",3001400
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","SERVICIOS NO PERSONALES","RENTAS GENERALES",7000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","SERVICIOS NO PERSONALES","RENTAS GENERALES",10900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1200
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","OTROS SERVICIOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",2000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","PERSONAL PERMANENTE","SUELDOS Y SALARIOS","RENTAS GENERALES",17127000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","PERSONAL TEMPORARIO","SUELDOS Y SALARIOS","RENTAS GENERALES",63000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","PRESTACIONES SOCIALES","RENTAS GENERALES",59000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","SERVICIOS EXTRAORDINARIOS","SUELDOS Y SALARIOS","RENTAS GENERALES",301000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","PRESTACIONES SOCIALES","RENTAS GENERALES",20000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","BENEFICIOS Y COMPENSACIONES","RENTAS GENERALES",20000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","BIENES DE CONSUMO","RENTAS GENERALES",12000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","BIENES DE CONSUMO","RENTAS GENERALES",25000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","BIENES DE CONSUMO","RENTAS GENERALES",54000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","BIENES DE CONSUMO","RENTAS GENERALES",12000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","BIENES DE CONSUMO","RENTAS GENERALES",1195000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS METALICOS","BIENES DE CONSUMO","RENTAS GENERALES",26000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","BIENES DE CONSUMO","RENTAS GENERALES",36000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","BIENES DE CONSUMO","RENTAS GENERALES",309000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",213000
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","SERVICIOS NO PERSONALES","RENTAS GENERALES",25900
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","SERVICIOS NO PERSONALES","RENTAS GENERALES",757800
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","SERVICIOS NO PERSONALES","RENTAS GENERALES",250100
2013,"MINISTERIO DE SALUD","SERVICIOS SOCIALES","SALUD","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","SERVICIOS NO PERSONALES","RENTAS GENERALES",1385500
